0.159934,-1.742,-1.0
0.32484,-6.360563,1.0
0.25118,-4.389375,1.0
0.124609,-0.474438,-1.0
0.219117,-0.9045,-1.0
0.3721,-6.381437,1.0
0.244779,-2.505625,-1.0
0.229771,-3.042813,1.0
0.105563,-0.218562,-1.0
0.151232,-0.25875,-1.0
0.201889,-0.887312,-1.0
0.176687,-1.909875,-1.0
0.290127,-5.095937,1.0
0.306588,-4.924563,1.0
0.303193,-4.426812,1.0
0.193293,-1.158937,-1.0
0.140924,-3.127312,1.0
0.202928,-0.54675,-1.0
0.352303,-3.970687,1.0
0.131859,-1.020188,-1.0
0.167527,-0.543063,-1.0
0.114666,-0.374312,-1.0
0.129807,-0.552562,-1.0
0.139934,-0.583688,-1.0
0.112895,-0.449813,-1.0
0.248035,-4.82875,1.0
0.111533,-1.83,-1.0
0.356383,-5.407938,1.0
0.155316,-0.8105,-1.0
0.209295,-0.735812,-1.0
0.204629,-1.092688,-1.0
0.217953,-2.963687,-1.0
0.124695,-0.683438,-1.0
0.23983,-4.56275,1.0
0.39183,-5.298938,1.0
0.360863,-5.726312,1.0
0.191029,-0.453937,-1.0
0.345961,-5.157375,1.0
0.247604,-3.941312,1.0
0.197834,-0.579562,-1.0
0.212754,-0.846938,-1.0
0.136955,-0.542937,-1.0
0.184189,-0.677562,-1.0
0.205854,-3.533187,1.0
0.367213,-5.226,1.0
0.143172,-0.583187,-1.0
0.133002,-0.775125,-1.0
0.119924,-0.611375,-1.0
0.111822,-1.236125,-1.0
0.251668,-4.344375,1.0
0.114742,-0.659,-1.0
0.195553,-3.239125,1.0
0.130504,-0.62475,-1.0
0.113469,-0.347687,-1.0
0.236301,-0.596938,-1.0
0.163824,-0.460875,-1.0
0.201965,-4.143187,1.0
0.137871,-2.034813,-1.0
0.110904,-0.400625,-1.0
0.168191,-0.418438,-1.0
0.195281,-0.641312,-1.0
0.127203,-0.282625,-1.0
0.127479,-0.807562,-1.0
0.176449,-0.714125,-1.0
0.154682,-1.505812,-1.0
0.166596,-0.825375,-1.0
0.178855,-1.043688,-1.0
0.174771,-0.899687,-1.0
0.15318,-0.6675,-1.0
0.194572,-0.99575,-1.0
0.182027,-0.866563,-1.0
0.141047,-1.740063,-1.0
0.139955,-0.298812,-1.0
0.127551,-0.554188,-1.0
0.151475,-0.44375,-1.0
0.140826,-0.635312,-1.0
0.244443,-1.056125,-1.0
0.22852,-0.640875,-1.0
0.140939,-0.280938,-1.0
0.174891,-1.16725,-1.0
0.259248,-1.523562,-1.0
0.219861,-2.388,-1.0
0.182439,-0.615437,-1.0
0.097322,-0.33125,-1.0
